"folio","con_ex_p","dis_ex_p","res_ex_p","con_re_p","dis_re_p","res_re_p","totl_tom","tom_mun","tom_loc","t_cm_dom","t_cms_do","t_sm_dom","t_cm_ind","t_cms_in","t_sm_ind","t_cm_com","t_cms_co","t_sm_com","t_cm_pub","t_cms_pu","t_sm_pub","t_cm_mix","t_cms_mx","t_sm_mix","t_cm_tot","t_cms_to","t_sm_tot","factu_ag","fac_cufi","razcufij","c_fija_e","fac_srvm","aj_tarif","ajutarec","ajtarcnf","aj_cnf_e","esq_agua","boni_tar","fon_soli","fom_ahor","otro_esq","oesq_esp","el_capta","desin_ag","el_siste","el_potab","quim_pot","el_trata","quim_tra","remu_agu","remu_dre","remu_tra","der_expl","der_cuer","reha_man","dep_acti","otr_gast","total","ing_agua","agua_tra","saneamie","conexion","der_alca","vnt_lodo","agua_pip","otro_ing","sub_fede","sub_esta","sub_muni","multas","ej_anter","total_in"
"24029","0.6","7.5","","0.2","0.3","","1100","1100","","","","900","","","5","","","190","","","5","","","","","","1100","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"24030","2","4","","","0.1","","430","430","","424","","","","","","","","","6","","","","","","430","","","1","2","0","","1","2","3","0","","2","NA","NA","NA","NA","","72023","","","","","","","147640","","","","","120488","NA","","340151","269241","","","","","","","","","","25000","","35741","329982"
"24031","176.5","125.25","","3","3","","2500","65","2435","1575","675","250","","","","","","","","","","","","","1575","675","250","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"24032","7.081","230","NSS","0.8","2.2","NSS","4584","4584","","1520","83","2692","","","","270","19","","","","","","","","1790","102","2692","1","1","1","","1","1","0","3","","2","NA","NA","NA","NA","","3089120","25000","","","","30000","","1001140","500000","300000","","","200000","","","5145260","1394770","","","","","","","","","","","69938","","1464708"
"24033","5","12","","0.5","1","","630","450","180","","","630","","","","","","","","","","","","","","","630","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","282000","","","","","","","","","","","","200000","","","482000","8940","","","330","","","","","468610","","4120","","","482000"
"24034","3","25","","","","","1600","1600","","","","1595","","","","","","","","","5","","","","","","1600","1","1","1","","2","1","0","4","","2","NA","NA","NA","NA","","540000","15000","","","2000","","","351000","351000","","","","250000","","","1509000","120000","","","","","","","","","","1389000","","","1509000"
"24035","675.83","631.79","","","0.397","","103605","NSS","NSS","28016","27168","45492","90","84","2","914","765","856","57","46","115","","","","29077","28063","46465","1","1","4","OPCIONES 1 Y 2","1","1","0","3","","2","NA","NA","NA","NA","","60666390.48","NSS","NSS","NSS","NSS","NSS","NSS","27891246.59","","","10309029.79","2967517.08","201765.5","12521936.92","161115367.79","275673254.15","99959096.4","","43162.42","7353227","16433115.16","","2896.55","23263191.74","","","","808321.13","","147863010.37"
"24036","2.6","14.8","","","1","","1920","1920","","","","1716","","","1","","","203","","","","","","","","","1920","1","1","4","SE ESTABLECIO EN EL PERIODICO OFICIAL, ADEMAS LAS TOMAS NO CUENTAN CON MEDIDORES Y FALTA PERSONAL EN EL DEPARTAMENTO","2","1","0","1","","2","NA","NA","NA","NA","","632402","28536","","","","93252","","1563962.43","","126166.67","","121948","386258.72","","","2952525.82","484841.83","","","38595.32","1947.99","","","","","","","","","525385.14"
"24037","8.5","30","","2.4","8","","6552","6552","","3919","","2004","","","1","391","","127","87","","23","","","","4397","","2155","1","1","1","","1","2","4","0","","1","120","NA","NA","","","2735827","20000","","","","","","3815411","","","","","659959","214214.79","5308304.06","12753715.85","10243926.49","","548142.39","198411.4","16383.86","","35903.71","","","","1230640.83","118499.15","3282132","15674039.83"
"24038","6","5","","","","","1700","1700","","","","1700","","","","","","","","","","","","","","","1700","1","1","4","NO EXISTEN MEDIDORES EN NINGUNA AREA","2","2","7","0","","2","NA","NA","NA","NA","","228000","11339.67","","","","48000","","458570.46","","","","","28565.9","","10000","784476.03","1332000","","","","","","","","","","","","","1332000"
"24039","10","15.43","","0.024","0.032","","1330","1280","50","","","1330","","","","","","","","","","","","","","","1330","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","275471","11000","","","","63066","","","","","","","","","","349537","","","","350","250","","4000","","","","","","","4600"
"24040","52","128","","","","","5438","5106","332","1023","","4088","18","","","145","","164","","","","","","","1186","","4252","1","1","1","","1","2","1","0","","2","NA","NA","NA","NA","","1192520.36","1236984.52","","","","","","1743378","301045","","","","1577571.13","","2639529.55","8691028.56","7724844","","","364433","73697","","78239","","","","","128688","321127.56","8691028.56"
"24041","35","45","","2","0.6","","4000","600","3400","","","4000","","","","","","","","","","","","","","","4000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"24042","8","70","","","2","","3220","3220","","","","3150","","","8","","","62","","","","","","","","","3220","1","1","1","","2","1","1","1","","2","NA","NA","NA","NA","","1000000","180000","","","","","","537600","","","","","80000","50000","","1847600","500205.02","","","40000","77817.18","","","","","","1229577.8","","","1847600"
"24043","1","15","","","0.06","","NSS","547","NSS","","","547","","","","","","","","","","","","","","","547","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","644395","NSS","NSS","NSS","NSS","","NSS","","","","","319661","","","","964056","216029","","","","","","","","","","","","86132","302161"
"24044","5","7","","","","","718","718","","","716","","","","","","2","","","","","","","","","718","","1","1","2","","2","1","0","2","","2","NA","NA","NA","NA","","300000","5000","","","","","","360000","","","24000","","70000","","215000","974000","20960","","","","","","","","954000","","","","","974960"
"24045","6","30","","NSS","0.16","","2615","2449","166","","","2544","","","8","","","","","","63","","","","","","2615","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","1174140","","","","","","","582660","","","","","","","","1756800","452969","","","34124","","","","","","","1269406","300","NA","1756799"
"24046","14","16","","0.7","0.1","","800","300","500","","","800","","","","","","","","","","","","","","","800","1","1","1","","2","2","7","0","","2","","","","","","4992372","17500","","","","","","","438000","108012","","","1000000","NA","","6555884","44000","","","","","","","","6511884","","","","","6555884"
"24047","23","6","","","","","615","555","60","","","612","","","","","","3","","","","","","","","","615","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"24048","17","NSS","","5","","","1379","940","439","41","","1281","9","","10","3","","17","5","","13","","","","58","","1321","1","1","1","","1","1","0","4","","2","NA","NA","NA","NA","","965031.63","3000","","","","","","816000","","","160010","","","","NA","1944041.63","556779.94","","","8485.59","24592.11","","50600","","1300340.89","","","3243.1","","1944041.63"
"24049","5","20","","","0.5","","500","500","","","","500","","","","","","","","","","","","","","","500","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","1616874.32","80000","","","","","","NSS","NSS","","604944","","495000","","60000","2856818.32","520339","","","","","","","","2336472.2","","","","","2856812.2"
"24050","30","28","","","","","4341","4341","","63","3746","","3","12","","17","500","","","","","","","","83","4258","","1","1","3","","1","2","5","0","","2","NA","NA","NA","","","6403243","35330","","","","","","3070683","","","","","52121","","98798","9660175","6536780","","","1349301","","","","","275527","","494124","","644954","9300686"
"24051","12","6","","8","1","","1946","1342","604","","","1929","","","3","","","5","","","9","","","","","","1946","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","2239144","26332","","","","","","785500","","","","","","","","3050976","374622.5","","","","","","","","","2650021.5","","","","3024644"
"24052","18","59","","","0.1","","2719","2088","631","2282","","383","5","","","46","","3","","","","","","","2333","","386","1","1","1","","1","2","1","0","","2","NA","NA","NA","NA","","1413228","180000","","","","","","500049","","","26804","","","","","2120081","1530997","","","101910","","","","","349104","NA","NA","138070","NA","2120081"
"24053","1.1","31.8","","","2.3","","2347","2147","200","15","","1949","4","","14","23","","307","2","","33","","","","44","","2303","1","1","1","","1","1","0","1","","2","NA","NA","NA","NA","","","75000","","40000","","","","","","","56000","","50000","","","221000","670376.47","","","23775.85","20426.96","","","","","","","","","714579.28"
"24054","55","55","","8","8","","2295","2295","","","","1823","","","31","","","441","","","","","","","","","2295","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","","5336","","","","","","","","","66687","","316561.9","","3114714.02","3503298.92","764625","","104908.8","38449","1200","","49700","","","","NSS","","39849","998731.8"
"24055","5","15","","","1","","1325","1000","325","","","1325","","","","","","","","","","","","","","","1325","1","1","1","","2","2","7","0","","2","NA","NA","NA","","","216962","75000","","","","","","","","","","","","","","291962","521777","","","16520","7000","","","","","","","","377621.54","922918.54"
"24056","18","62","","","","","2701","2507","194","40","41","2557","","","","2","","61","","","","","","","42","41","2618","1","1","1","","1","2","1","0","","2","NA","NA","NA","NA","","1383418.64","16900","49404","","","","","438217.8","","","181410","","150983.85","","1733715.42","3954049.71","574076","","","26075","12045","","","","","","3339645.75","","2207.96","3954049.71"
"24057","2.3","40","","0.28","0.165","","2979","2079","900","","","2920","","","","","","59","","","","","","","","","2979","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","1500000","17500","","","","43200","","NSS","NSS","","","","125000","","","1685700","354709","","","11600","","","","","","","2105816.17","","","2472125"
"24058","2","53","","","","","4250","4157","93","2729","557","526","13","2","","290","61","52","11","5","4","","","","3043","625","582","1","1","2","","1","2","1","0","","2","NA","NA","NA","NA","","801050","NA","NA","NA","NA","34960","NA","2526374.5","NA","NA","NA","NA","172301.89","NA","3352324.41","6887010.8","6292928.83","NA","111592.43","8528.01","4890.93","NA","NA","247903.23","NA","221167","NA","NA","NA","6887010.43"
"25001","228.74","1019.95","","","","","142394","103080","39314","84136","21426","29284","285","73","99","4424","1127","1540","","","","","","","88845","22626","30923","1","1","4","NO SE HA PODIDO ESTABLECER EL SISTEMA DE MEDICION YA QUE NO SE LLEGADO A ACUERDO ENTRE LAS AUTORIDADES MUNICIPALES Y EJIDALES","1","1","0","4","","2","NA","NA","NA","NA","","","","","35344467","20451512","4819700","1778392","145790599","9332843","5311678","20906529","","25582173","42992323","110586826","422897042","263900984","","31227910","24258549","49380100","","1458224","5624806","","","133182416","","1524981","510557970"
"25002","220","220","","","","","15644","1998","13646","3993","","11052","19","","98","115","","322","5","","40","","","","4132","","11512","1","1","1","","1","1","0","4","","2","NA","NA","NA","NA","","6259134.49","3774810.46","","","","","","9701158.3","","","","","571475.57","18915551.31","10748366.39","49970496.52","20824179.18","","2371308.76","584695.8","2701977.93","","","","","","","","14615963.04","41098124.71"
"25003","24.2","37","","","","","1614","1267","347","","","1514","6","","","57","","14","","23","","","","","63","23","1528","1","1","4","Por decisión de autoridades municipales","1","2","6","0","","2","","","","","","1294689.57","582479.2","","","","176406","","1375197.78","831741.7","","","","173000","102803.5","16685367.68","21221685.43","2497514","","257712","6.65","4853","","","40057","17424279","","","61387","783858","21069667"
"25004","108","118","","30","19","","7237","3549","3688","","","6988","","","25","","","168","","","56","","","","","","7237","1","1","1","","2","1","0","4","","2","NA","NA","NA","NA","","2340000","1150216.58","1836000","","","360000","","","","162500","","","145000","","","5993716.58","4236903.53","","","320329","62002","","","","","","4053941","","","8673175.53"
"25005","NSS","NSS","","2.1","1","","3292","3023","269","2068","168","","3","","","292","","","583","178","","","","","2946","346","","1","2","0","","1","1","0","4","","2","NA","NA","NA","NA","","36665.52","941073.8","","","","","","2497119.28","","","313974","","","7335038.54","977481.17","12101352.31","2320094.48","","376900.44","54567.2","12103.77","","","254418.17","141762","1677310.6","9198142.59","170312.3","2343159.76","16548771.31"
"25006","405","3297","2591","14.18","5.84","15.83","339960","289661","50299","300685","","12369","1987","","25","21332","","87","3213","","262","","","","327217","","12743","1","1","1","","1","1","0","4","","2","NA","NA","NA","","","50402898.51","55158524.6","26281324.51","39298076.71","","18691407.51","","","","","31209486.55","","94504772.38","99129877.26","644753293.26","1059429661.29","664752400","","180835502","42275589","28311811","","","57922819","23002390","","53236371","24391937","126673358","1201402177"
"25007","22","45","","","","","2757","2757","","","","2650","","","7","","","70","","","30","","","","","","2757","1","1","1","","2","2","3","0","","2","NA","NA","NA","NA","","1326744","","300000","96000","78000","","960000","256800","158925","390960","138300","","356900","","125000","4187629","1800000","1800000","540000","","14650","","","","960000","","1650000","158900","","6923550"
"25008","114.61","231.18","","","","","12987","6318","6669","11501","","381","87","","","860","","11","9","","138","","","","12457","","530","1","1","4","EXISTENCIA DE AREAS SIN MEDIDORES INSTALADOS Y PRESENCIA DE UNA FRACCION SIGNIFICATIVA DE MEDIDORES AVERIADA","1","1","0","4","","2","NA","NA","NA","NA","","6561431.22","1079076.55","","","","353003.45","","9455563.28","1536529.03","827361.78","266532","403402","217788.29","15507349.62","6328972.68","42537009.9","18527589.18","NA","1642690.22","173841.05","322754.54","NA","NA","3072023.18","NA","NA","9059501.07","69291.97","2469817.81","35337509.02"
"25009","87","333","","","1","","17238","10906","6332","5319","","10972","43","","42","384","","395","43","","40","","","","5789","","11449","1","1","1","","1","1","0","4","","1","350","NA","NA","","","3029086","","430893.69","","","430893.69","","","","","","","5387005","","","9277878.38","6782349.96","","119706.37","309829.29","1620019.94","","","251312.04","","","","6971917.88","670974.72","16726110.2"
"25010","NSS","NSS","NSS","","","","29215","5497","23718","870","","27052","38","","15","289","","665","16","","270","","","","1213","","28002","1","1","1","","1","1","0","4","","1","1224","NA","NA","","","13755533","1323450","","","935896","","","3403695","2127250","","","","420673","4324305","21741772","48032574","11154110.2","","","58608.85","18298.11","","","224559","","","2400000","2175606.75","15430267.23","31461450.14"
"25011","435","857","","4.75","3.829","","71978","23861","48117","11294","","55410","283","","146","1925","","1849","44","","1027","","","","13546","","58432","1","1","1","","1","1","0","4","","1","79","NA","NA","","","15594356.53","2430229.8","2877201.93","12701323.05","2139402.7","5917259.78","","127031573.83","","","","","2842674.25","39746525.33","44628022.44","255908569.6","125570573","","37863573.85","3860312.57","398497.43","","17818.39","","","","","1075047.28","3719899.29","172505721.81"
"25012","92.5","1444.27","0.1","","","0.1","180693","166173","14520","164186","1292","3614","1153","2","27","9159","59","16","1147","8","30","","","","175645","1361","3687","1","1","1","","1","1","0","4","","2","NA","NA","NA","NA","","4750303","5682797","27843012","21637040","13952699","16436971","8889027","57512867","63264154","43134650","22581051","","37701303","39388306","262177786","624951966","324930691","","97512085","25891241","26168656","","2513117","23100776","22575300","","124526164","8978947","16434314","672631291"
"25013","NSS","NSS","NSS","","","","9394","2570","6824","970","1809","6473","8","17","","43","74","","","","","","","","1021","1900","6473","1","1","1","","1","1","0","4","","2","NA","NA","NA","NA","","5964923","","","","12300","","","","","","","","","","14674393.4","20651616.4","6917929.31","","","36140.96","204874.93","","","","","","","153868.34","10646455.02","17959268.56"
"25014","39.4","15.6","","","","","11774","6410","5364","1460","","9651","8","","1","136","","518","","","","","","","1604","","10170","1","1","1","","1","1","0","4","","2","NA","NA","NA","NA","","3999432","1166036.06","","1780416","","983510","","","","","","","","","","7929394.06","7395000","","","195893.02","1102659.17","","","","","","","","","8693552.19"
"25015","118.642","213.83","","","","","30107","25881","4226","24159","","2960","286","","5","2089","","147","217","","244","","","","26751","","3356","1","1","1","","1","1","0","4","","2","NA","NA","NA","","","3486206.81","3596095","3041682.65","477994.17","3596095","1301267.48","898600","35684337.29","","","","","4968061.32","5743655.28","7419984.61","70213979.61","34521617","25000","7274216.5","3898616","4305818","","173051.94","","2077245","3793591.57","7255466.91","862572","11623855.98","75811050.9"
"25016","67.47","91.42","","1.2","6","","8429","1973","6456","","6351","1741","","13","12","","146","97","","31","38","","","","","6541","1888","1","1","1","","2","1","0","4","","2","NA","NA","NA","NA","","2890354.85","1183986.18","","","","","","","","","","","56870","","","4131211.03","2891987","","","32067.72","22244.84","","15000","283020.28","","","","124019.51","9697508","13065847.35"
"25017","188.3","269.1","","3.4","22.2","","22464","2013","20451","","2724","19327","","","2","","210","201","","","","","","","","2934","19530","1","1","2","","2","1","0","4","","2","NA","NA","NA","NA","","15719898","3276764","","580210","","128950","","6459998","1614999","","","","16837531","48734746","","93353096","19292492","","","498679","775655","","","235862","","","","667538","8120310","29590536"
"25018","202","108442","","7.895","0.24","","39237","10797","28440","18601","","18757","1178","","311","95","","25","78","","192","","","","19952","","19285","1","1","1","","1","2","3","0","","2","NA","NA","NA","NA","","8777735","11075672","","632893","1476727","5028322","7542483","","","","","","4190268","11257808","","49981908","37542752.67","","4217734.23","593145.61","4288507.98","","142827","1316182.48","","","","1460585.7","2237266","51799001.67"
"26001","NSS","NSS","NSS","NSS","NSS","NSS","662","662","","","","660","","","","","","2","","","","","","","","","662","1","1","4","TODAS LAS TOMAS SIN MEDIDOR","2","2","6","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","64500","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","64500"
"26002","64","398.04","","7","3.91","","28675","28675","","10204","6922","10211","32","9","3","1133","77","82","","","","2","","","11371","7008","10296","1","1","1","","1","1","0","4","","1","1013","","","","","21496335","724544","","","","","","28489826","15340676","","","","31546684","924285","25565852","124088202","49626603","","44896740","1077933","24779","","","33164187","10721773","","","","","139512015"
"26003","13.9","38.7","35","1.5","1.92","1.72","3692","3692","","673","NA","2840","","NA","","54","NA","125","NA","NA","NA","NA","NA","NA","727","NA","2965","1","1","1","","1","1","0","1","","2","NA","NA","NA","NA","","2232594.5","5467.76","","","","","","736320.494","315565.926","","36719","","","","4782863.33","8109531.01","4696308.67","","69469.51","","1529982.47","","","","","","352743.5","244188.35","239322.94","7132015.44"
"26004","4","8.4","","","3","","2406","2406","","","","2280","3","","","40","","83","","","","","","","43","","2363","1","1","4","NO HAY MEDIDORES","1","1","6","1","","2","NA","NA","NA","NA","","2855210.68","","","","","","","","","","","","428131.6","","1833550","5116892.28","892927.41","","","43623.88","14656","","","","","","","","2038189.72","2989397.01"
"26005","NSS","NSS","NSS","NSS","NSS","NSS","372","372","","","","369","","","2","","","1","","","","","","","","","372","1","1","4","SE APLICA DESDE EL AÑO 2020, AGUA POTABLE $70.00 AL MES Y AGUA POTABLE $150.00 COMERCIAL E INDUSTRIAL.","2","1","0","1","","2","NA","NA","NA","NA","","330810","22440","","","","","","","","","","","","","","353250","124490","","","1500","3000","","","","","","","","","128990"
"26006","5","5","","","","","1800","1200","600","NA","NA","1800","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1800","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"26007","50","NSS","NSS","30","","","190","","","","","190","","","","","","","","","","","","","","","190","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26008","1.6","9.187","","","","","505","505","","","","505","","","","","","","","","","","","","","","505","1","1","4","NO SE TIENEN MEDIDORES INSTALADOS","2","2","6","0","","2","NA","NA","NA","NA","","447000","12800","","","","","","352800","","","","","NA","","","812600","209135","","","","","","","","","","","","","209135"
"26009","10","1","","","1","","304","","","","","304","","","","","","","","","","","","","","","304","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26010","200","117","","","","","486","486","","","","471","","","","","","","","","15","","","","","","486","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","376000","18512","","","","","","188076","","","","","65364","","114950","762902","257023","","","","","","","","","","","","","257023"
"26011","NSS","NSS","NSS","NSS","NSS","NSS","726","583","143","","722","","","","","","4","","","","","","","","","726","","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"26012","75.5","75.5","","1.515","1.515","","6756","1763","4993","","","6670","","","","","","86","","","","","","","","","6756","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26013","NSS","NSS","NSS","","","","120","85","35","NA","NA","120","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","120","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26014","8","8","","","","","1259","820","439","","","1248","","","","","","11","","","","","","","","","1259","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"26015","12","21","","2","2","","523","264","259","","","523","","","","NSS","NSS","NSS","","","","","","","","","523","1","1","4","NO HAY MEDIDOR","2","1","0","3","","2","NA","NA","NA","NA","","443520","36600","","","","","","180000","","","","","","","","660120","167580","","","","","","","","","","","","","167580"
"26016","7.81","4.62","","0.6","0.3","","2027","2027","","7","","1908","2","","","27","","83","","","","","","","36","","1991","1","1","1","","1","2","2","0","","2","NA","NA","NA","NA","","1247311.52","13441.37","NA","NA","NA","NA","NA","1361720.5","NA","NA","NA","NA","39412.72","NA","232135.05","2894021.16","1920231.01","","NA","18941.77","568522.29","NA","3023.69","NA","NA","NA","NA","104656.21","17004.65","2632379.62"
"26017","18.5","240","","2.5","0.5","","25117","23675","1442","15873","7343","","159","51","","1344","289","","","","","40","18","","17416","7701","","1","1","2","","1","1","0","3","","1","3171","NA","NA","","","9897130.43","176349.42","NA","NA","NA","NA","NA","38800051","NA","NA","NA","NA","4367093.94","NA","5294173.04","58534797.83","43128973.7","NA","NA","1181301.23","13688395.1","NA","NA","NA","NA","NA","NA","1857781.92","2227184.55","62083636.5"
"26018","3.73","1086.21","","","","","176028","149327","26701","77547","","90055","","","","6101","","2325","","","","","","","83648","","92380","1","1","1","","1","1","0","4","","1","300","NA","NA","","","615130","8854516","14754620","14386125","6757609","10004865","5452231","24812349","25841827","65129237","29112698","NA","5080743","NA","12262840","223064790","177717026.98","NA","58991973.71","174204.29","525670.91","NA","NA","NA","NA","NA","NA","103928.93","42499648.36","280012453.18"
"26019","31.8","69.48","","","","","12842","12842","","2474","1499","7954","2","60","","318","130","314","25","2","","","","","2819","1691","8268","1","1","1","","1","1","0","3","","2","NA","NA","NA","NA","","40843185.91","56043.44","NA","NA","NA","NA","NA","12224422.57","NA","NA","4220564","NA","1521651.42","4561538.73","12790112.18","76217518.25","11579007.16","NA","NA","89618.4","NA","NA","NA","5101362.29","NA","NA","NA","593243.24","NA","17363231.09"
"26020","NSS","NSS","NSS","NSS","NSS","NSS","1425","1425","","1425","","","","","","","","","","","","","","","1425","","","1","1","4","NO HAY MEDIDORES Y SE PIDIO APOYO PARA INSTALACION DE LOS MISMO SIENDO NEGATIVAS LAS RESPUESTAS.","2","1","0","3","","2","NA","NA","NA","","","135952.46","NA","66700","NA","NA","NA","NA","NA","NA","NA","NA","NA","91211","NA","NA","293863.46","302404.98","NA","NA","1800","164125.15","NA","NA","NA","NA","NA","NA","NA","NA","468330.13"
"26021","NSS","NSS","NSS","","","","815","815","","","798","","","","","","10","","","7","","","","","","815","","1","1","4","POR UN ACUERDO QUE SE LLEVO CON LA JUNTA DE GOBIERNO","2","2","7","0","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NA","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","109068","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","109068"
"26022","NSS","NSS","NSS","","","","323","250","73","","","323","","","","","","","","","","","","","","","323","1","1","4","SIEMPRE S HA USADO ASI AQUI EL AYUNTAMIENTO PONE UNA CUOTA FIJA PARA TODOS","2","1","0","1","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","9300","","","","","","","","","","","","","9300"
"26023","15","30","","0.5","1","","2549","1285","1264","","","2456","","","1","","","92","","","","","","","","","2549","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","1859832.1","","","","","","","1711123.71","","","","","","","291157.78","3862113.29","2780364.8","","","","","","","","","","1405059.59","","21700.1","4207124.69"
"26024","1.5","9.5","","0.2","0.2","","285","285","","","","285","","","","","","","","","","","","","","","285","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","360000","5000","","","","","","","","","","","95000","","","460000","360000","","","","","","","","","","","","","360000"
"26025","65.06","176.97","","","","","17646","","","6285","8742","1646","10","2","","490","299","172","","","","","","","6785","9043","1818","1","1","1","","1","2","4","0","","2","NA","NA","NA","","","9677870","2561604","","","","","","32946663","NA","","1405137","","NA","450177","9472293","56513744","31726323","","","106950","54725","","NA","2349015","177603","19803935","","611862","","54830413"
"26026","NSS","NSS","NSS","","","","14752","3375","11377","","","14494","2","2","3","","","251","","","","","","","2","2","14748","1","1","1","","1","2","6","0","","2","NA","NA","NA","NA","","9121987.71","","","","","","","9917240.62","","","","","1042730.28","","3670893.62","23752852.23","7663047.56","","","86434.62","1183221.78","","","426799.76","1108402","NA","12886159","NA","329794.6","23683859.32"
"26027","5","230","","","2","","2390","370","2020","","","2348","","","2","","","40","","","","","","","","","2390","1","1","4","NO SE CUENTA CON MEDIDORES","2","2","7","0","","2","NA","NA","NA","NA","","1531198.14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1531198.14","1209874.42","NA","NA","NA","NA","NA","NA","196987.58","NA","NA","NA","49369.49","409923.67","1866155.16"
"26028","1.3","11.5","","","","","730","730","","","","730","","","","","","","","","","","","","","","730","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","323308","99600","","","","","","216000","","","","","","","","638908","219418","","","","","","","","","","","","","219418"
"26029","296.2","588.67","","","","","54470","","","24634","12869","14386","13","13","","2125","163","267","","","","","","","26772","13045","14653","1","1","1","","1","1","0","1","VOLUNTAD DEL CABILDO DEL MUNICIPIO DE GUAYMAS.","2","NA","NA","NA","","","11048127","15175126","","","","","","130489794","NA","","7858358","","NA","1383150","79453895","245408450","110419449","","","673450","399301","","NA","12764710","31702718","100767966","","2185268","","258912862"
