"folio","con_ex_p","dis_ex_p","res_ex_p","con_re_p","dis_re_p","res_re_p","totl_tom","tom_mun","tom_loc","t_cm_dom","t_cms_do","t_sm_dom","t_cm_ind","t_cms_in","t_sm_ind","t_cm_com","t_cms_co","t_sm_com","t_cm_pub","t_cms_pu","t_sm_pub","t_cm_mix","t_cms_mx","t_sm_mix","t_cm_tot","t_cms_to","t_sm_tot","factu_ag","fac_cufi","razcufij","c_fija_e","fac_srvm","aj_tarif","ajutarec","ajtarcnf","aj_cnf_e","esq_agua","boni_tar","fon_soli","fom_ahor","otro_esq","oesq_esp","el_capta","desin_ag","el_siste","el_potab","quim_pot","el_trata","quim_tra","remu_agu","remu_dre","remu_tra","der_expl","der_cuer","reha_man","dep_acti","otr_gast","total","ing_agua","agua_tra","saneamie","conexion","der_alca","vnt_lodo","agua_pip","otro_ing","sub_fede","sub_esta","sub_muni","multas","ej_anter","total_in"
"12030","13","NSS","","","NSS","","5000","5000","","","","4255","","","20","","","707","","","18","","","","","","5000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12031","1","10","","","","","588","588","","","","588","","","","","","","","","","","","","","","588","1","1","1","","2","2","3","0","","2","NA","NA","NA","NA","","332400","23000","","","","","","NSS","NSS","","","","","","","355400","14700","","","7923","","","","","","","","","","22623"
"12032","15","8","","1","5","","1865","1865","","","","1865","","","","","","","","","","","","","","","1865","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","538794","NSS","","","","","","650000","60000","","","","650000","","","1898794","255785","","","115","60","","","","","","","","","255960"
"12033","NSS","NSS","","NSS","NSS","","3156","3156","","","","2944","","","","","","200","","","12","","","","","","3156","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","NSS","NSS","","","","","","NSS","","","","","NSS","","","NSS","NSS","","","NSS","NSS","","","","","","","","","NSS"
"12034","8","20","","","0.46","","6314","6314","","","5843","451","","","","","20","","","","","","","","","5863","451","1","1","3","","2","2","4","0","","2","NA","NA","NA","NA","","9444372","96581.25","","","","","","","","","","","","","","9540953.25","2033040","","","197564","99912","","","26300","","","","","","2356816"
"12035","4.4","45","","0.05","1.3","","33526","33526","","","","31564","","","259","","","1319","","","384","","","","","","33526","1","1","1","","1","1","0","1","","2","NA","NA","NA","NA","","","","4977281.11","466970.68","273424.95","273424.95","","2252970.17","803183.68","2252970.17","","","1519203.7","","4040474.32","16859903.73","32337589","","6316381.26","521254.25","450795.58","","20768.46","10629189.51","","","","17259","2787256.83","53080493.89"
"12036","7","50","","","","","1380","1380","","","","1180","","","","","","178","","","22","","","","","","1380","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12037","6","6","","","","","1235","1235","","","","1224","","","","","","","","","11","","","","","","1235","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","200832","51000","","","","","","168000","","","","","10000","","","429832","196092","","","12960","5500","","","","","","","","","214552"
"12038","18.12","261.26","","2.5","4.56","","31217","31217","","3310","2321","22731","44","10","23","912","494","1372","","","","","","","4266","2825","24126","1","1","1","","1","2","1","0","","2","","","","","","9036640.55","1155622.83","2581897.38","","","12909486.72","","","","","","","","","","25683647.48","117151638.06","","","","","","","","","","","","","117151638.1"
"12039","5","12","","","1","","3026","3026","","","","3000","","","","","","26","","","","","","","","","3026","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","","120000","","","","","","864000","","","","","","","","984000","521005","","","48800","6400","","","","","","","","","576205"
"12040","30","50","","0.09","10","","4240","4240","","","","4240","","","","","","10","","","","","","","","","4250","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","","120000","","","","","","","","","","","35000","","","155000","68000","","","57600","","","","","","","","","","125600"
"12041","8","5","","","","","686","686","","","","686","","","","","","","","","","","","","","","686","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","","","","","","","","","","","","","4600","","","4600","15600","","","2400","","","","","","","","","","18000"
"12042","13","2","","0.3","0.2","","2435","2435","","","","2435","","","","","","","","","","","","","","","2435","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12043","NA","NA","NA","NA","NA","NA","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12044","4","10","","0.2","0.6","","2945","2945","","","","2945","","","","","","","","","","","","","","","2945","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","","195000","","","","","","NSS","NSS","","","","250488.31","","","445488.31","610209.11","","","253354.75","10150.33","","","","","","","","","873714.19"
"12045","14.84","25.81","","","1","","2560","2560","","","","2560","","","","","","","","","","","","","","","2560","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","73665.8","103402","94048","38508.88","NSS","","","338394","NSS","","NSS","","NSS","","NSS","648018.68","338394.44","","","102380.35","48027.5","","","","","","","","","488802.29"
"12046","60","140","","12","21.4","","7500","7500","","","","7496","","","","","","4","","","","","","","","","7500","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","","1345240.6","147600","","120345","2160000","4500000","1800000","","","720000","192000","860000","","140560","11985745.6","416608","","","110880","","","","","","","500000","","","1027488"
"12047","17","2.75","","16","0.1","","250","250","","","","250","","","","","","","","","","","","","","","250","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","","10000","42000","","","","","182000","","","","","100000","","","334000","54000","","","375","","","","","","","","","","54375"
"12048","35","70","","2","4","","8915","6915","2000","","","8617","","","","298","","","","","","","","","298","","8617","1","1","1","","1","2","6","0","","2","NA","NA","NA","NA","","4157832","","","","","","","1236000","1236000","","","","180000","","","6809832","3774877.7","","","15000","8000","","","","","","","","","3797877.7"
"12049","55","16","","2.5","4","","2338","2090","248","","","2308","","","","","","15","","","15","","","","","","2338","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","","","","81048","1270260","","","1528627","","","480000","","29800","","","3389735","389645","","","301684.88","24030","","26041.9","","","","","","","741401.78"
"12050","11.18","NSS","","","","","8690","8690","","","","8150","","","","","","540","","","","","","","","","8690","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","4519730","1896000","","","","","","2206773","23000","","","","25000","NSS","NSS","8670503","483300","","","45000","46000","","","","","","","","","574300"
"12051","3.7","13","","","","","1799","1799","","","","1793","","","","","","6","","","","","","","","","1799","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","","88552.5","","","","","","92800","","","","","312940.4","","","494292.9","232390.08","","","22780","19301","","","","","","","900","176535.69","451906.77"
"12052","9.5","75","","0.01","NSS","","2052","2052","","","","2050","","","","","","2","","","","","","","","","2052","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","720000","NSS","","","","","","528000","","","","","NSS","","","1248000","316810.94","","","21640","5724","","","","","","","","","344174.94"
"12053","3","17","","","0.1","","2712","2712","","","","2712","","","","","","","","","","","","","","","2712","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","100718","","","","","","","","NSS","","","","65830","","","166548","121353.78","","","24218.64","8993","","","","","","","","118858.97","273424.39"
"12054","3","29.5","","0.02","0.03","","762","762","","","","762","","","","","","","","","","","","","","","762","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","264146","52896","","","","9726","52896","95000","45000","45000","","","30000","","","594664","44623","","","4632","3540","","","","","","","","","52795"
"12055","38.09","28.5","","14.95","10.55","","13040","12000","1040","5935","85","6022","7","","6","348","4","66","32","","78","368","3","86","6690","92","6258","1","1","1","","1","1","0","1","","2","","","","","","11811241","","","93947","736713","171064","113376","22870133","","1040520","3043476","","952179","","11263521","52096170","34410817","","4283325","","","","","","","","","936862","3735041","43366045"
"12056","3","4.5","","","0.5","","1500","1500","","","","1500","","","","","","","","","","","","","","","1500","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","","116666","","","","","","","","","","","NSS","","","116666","480000","","","","","","","NSS","NSS","NSS","NSS","","","480000"
"12057","15","30","","15","1.5","","6100","6100","","","","5751","","","14","","","335","","","","","","","","","6100","1","1","3","","2","2","1","0","","2","NA","NA","NA","NA","","2928000","360000","","","","","","","","","","","","","","3288000","3622065","","","33000","10500","","","","","","","","","3665565"
"12058","8","20","","2","2","","8203","8203","","","","8203","","","","","","","","","","","","","","","8203","1","1","1","","2","1","0","4","","2","NA","NA","NA","NA","","5685739.12","151353.75","2212674","3473069.32","151353.75","","","","","","","","200000","","360000","12234189.94","3451582","","","","","","","","","","","","","3451582"
"12059","2","7.5","","","0.3","","2062","2062","","","","2062","","","","","","","","","","","","","","","2062","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","1244724","162890","","","","","","NSS","NSS","","","","27350","","","1434964","1360920","","","20985","5564","","","","","","","","","1387469"
"12060","14.5","4.5","","0.1","","","2500","770","1730","","","2500","","","","","","","","","","","","","","","2500","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","","34800","","","","","","234000","","","","","80000","","","348800","78000","","","32560","12000","","","","","","","12000","","134560"
"12061","5","40","","0.01","0.16","","5906","5906","","1649","1250","1130","","7","6","10","30","30","950","730","114","","","","2609","2017","1280","1","1","1","","1","1","0","1","","2","NA","NA","NA","NA","","162312","572366","","38676","","","","108000","16000","","","","30000","","60000","987354","2342471","","","91200","19778.22","","","","","","","60355.14","","2513804.36"
"12062","3","50","","","","","3000","3000","","","","3000","","","","","","","","","","","","","","","3000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12063","6","5.3","","","","","300","300","","","","300","","","","","","","","","","","","","","","300","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12064","0.81","19.9","","0.03","","","2250","1000","1250","","","2250","","","","","","","","","","","","","","","2250","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","1379700","30000","","","","","","324000","","","","","5000","","","1738700","67392","","","9875","3843","","","","","","","","","81110"
"12065","2.2","17","","","","","400","400","","","","400","","","","","","","","","","","","","","","400","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","518832","15000","","","","","","379200","","","","","200000","","","1113032","104300","","","2000","","","","","","","","","","106300"
"12066","14","21","","","","","13062","13062","","","","11102","","","","","","1960","","","","","","","","","13062","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","6816108","NSS","","","","","","","","","NSS","NSS","NSS","NSS","NSS","6816108","905912","","","NSS","NSS","","","","NSS","NSS","NSS","NSS","NSS","905912"
"12067","4.38","52.85","","0.02","0.32","","3794","3794","NSS","","","3755","","","","","","","","","39","","","","","","3794","1","1","1","","2","2","7","0","","2","","","","","","696257","84503.75","","","","","","","","","","","","","","780760.75","150555","","","10590","","","","","","","","","","161145"
"12068","2.5","8","","","","","2620","2400","220","","","2510","","","","","","100","","","10","","","","","","2620","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12069","3.5","4.7","","0.2","4.7","","766","766","","","","766","","","","","","","","","","","","","","","766","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","55000","NSS","","","","","","420000","","","","","8000900","","","8475900","439000","","","NSS","NSS","","","","","","","","","439000"
"12070","14","20","0.3","4","1","0.5","6000","6000","","","","6000","","","","","","","","","","","","","","","6000","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","161290.32","48000","","","","257412","48000","197952","","323904","","","295000","","","1331558.32","15000","","","10000","10000","","","","","","","","","35000"
"12071","42.1","23.9","","","","","2410","2410","","","","2410","","","","","","","","","","","","","","","2410","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12072","43","3","","0.12","0.05","","4200","4200","","","","4200","","","","","","","","","","","","","","","4200","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12073","4.7","10.7","","","1.5","","2051","1522","529","","","2051","","","","","","","","","","","","","","","2051","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","1296960","300000","","","","","","480000","","","11305","","1245495","85000","62550","3481310","370966","","","18672","9919","","7377","7458","","","","","","414392"
"12074","11","8","","","0.2","","3500","3500","","","","3500","","","","","","","","","","","","","","","3500","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12075","15","23.4","","","1.7","","8371","8371","","","","8366","","","","","","5","","","","","","","","","8371","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","4895262","254000","","","","","","2241600","496800","","","","700000","","","8587662","318205.15","","","182810.78","4620.76","","","","","","","","","505636.69"
"12076","121","29","","44","10","","1765","800","965","","","1705","","","","","","","","","60","","","","","","1765","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12077","1","13","","","2","","2000","2000","","","","1660","","","30","","","300","","","10","","","","","","2000","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","47070.84","48000","","","","","","","276000","","45900","","","","","416970.84","76935.55","","","8423.48","","","","","","","","","","85359.03"
"12078","1","5","","","","","180","180","","","","180","","","","","","","","","","","","","","","180","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12079","7.8","5.5","","","","","680","680","","","","680","","","","","","","","","","","","","","","680","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"12080","1.5","5","","","0.5","","942","942","","","","942","","","","","","","","","","","","","","","942","1","1","1","","2","2","3","0","","2","NA","NA","NA","NA","","76474","","","","","","","","","","","","","","","76474","24240","","","5706","3330","","","","","","","","","33276"
"12081","6.52","1.95","","","0.42","","447","447","","","","447","","","","","","","","","","","","","","","447","1","1","1","","2","2","3","0","","2","NA","NA","NA","NA","","","30000","","","","","","","","","","","1057220.43","","","1087220.43","75968","","","25150","7582","","","","","","","","","108700"
"13001","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1","1","1","","2","2","7","0","","2","NA","NA","NA","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"13002","NSS","NSS","NA","","","NA","2642","518","2124","","","2624","","","2","","","9","","","","","","7","","","2642","1","1","1","","2","1","3","1","","2","NA","NA","NA","NA","","1596005","26726500","","","","","","","","","72000","","","","","28394505","760392","","","","","","","","","","","","","760392"
"13003","25.05","150.31","","1","1.5","","15794","11337","4457","7833","","6853","46","","9","920","","133","","","","","","","8799","","6995","1","1","1","","1","2","7","0","","2","NA","NA","NA","NA","","8016542.67","157930","2385276","","","6240","","3822530.91","547971.09","","503415","","67061.62","","","15506967.3","9759481.65","","","228845.08","","","27710.5","","","","","1051781.21","","11067818.4"
"13004","NSS","NSS","NSS","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1","1","0","","0","0","0","0","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13005","5620","5620","","","","","5864","4425","1439","4423","","1439","1","","","1","","","","","","","","","4425","","1439","1","1","1","","2","1","0","5","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","5661539.29","","","54413.72","151590","","","","","","","1113020.14","","6980563.15"
"13006","82","220","","","0.636","","2173","662","1511","1265","38","707","9","","","135","","","19","","","","","","1428","38","707","1","1","1","","1","2","1","0","","2","NA","NA","NA","NA","","","97500","3240000","","","","","1920000","","","","","1800000","35000","","7092500","3939188.56","NA","NA","162000","43314.31","NA","9954.5","NA","NA","NA","1560000","139295.85","NA","5853753.22"
"13007","NSS","NSS","NSS","NSS","NSS","NSS","3607","2200","1407","","","3514","","","9","","","38","","","46","","","","","","3607","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","3325104","","","","","","","","","","63336","","","","","3388440","1934247.73","","54515.98","41724.11","235593.16","","9209.95","","","","80000","60143.49","","2415434.42"
"13008","NSS","NSS","NSS","","","","24239","11972","12267","","","23727","1","","12","1","","470","","","30","","","","2","","24239","1","1","1","","1","2","7","0","","2","NA","NA","NA","NA","","","266100","902339.07","","","","","3254489.85","","","","","322090","","1770521.01","6515539.93","3458325.51","","214018.14","735841.46","428368.93","","","","","","","1706795.17","372963.31","6916312.52"
"13009","NSS","NSS","NSS","NSS","NSS","NSS","NSS","2366","NSS","","","2218","","","","","","36","","","6","","","106","","","2366","1","1","1","","2","2","3","0","","2","NA","NA","NA","NA","","3485775","87638","","","","17765","4710","","","","63149","","845458.46","","463936.29","4968431.75","1095033.04","","","86409.43","20847","","15000","","","","492706.64","99665.93","","1809662.04"
"13010","42912","2469","NA","","","","4879","804","4075","2422","","1960","89","","1","305","","49","53","","","","","","2869","","2010","1","1","1","","1","1","0","1","","2","NA","NA","NA","NA","","3415648","197214","","","","","","3261087","","","169905","169905","","","","7213759","6726152","","39690","","3306847","","58316.73","","1041722","","","220300","","11393027.73"
"13011","NSS","NSS","NSS","NSS","NSS","NSS","1216","1216","","","","1216","","","","","","","","","","","","","","","1216","1","1","4","TODAS LAS TOMAS NO TIENEN MEDIDOR","2","2","2","0","","2","NA","NA","NA","NA","","2140715","","","","","","","NSS","NSS","","46174.52","","22000","","","2208889.52","207790","","","4035.6","","","","","","","","49398.33","","261223.93"
"13012","20","NSS","NSS","1","","","6584","4120","2464","NA","NA","6584","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6584","1","2","0","","2","1","0","1","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"13013","NSS","NSS","NSS","32","","","19911","2643","17268","1331","335","17553","11","","","183","7","235","34","10","28","12","172","","1571","524","17816","1","1","1","","1","1","0","4","","2","","","","","","6422503.78","340040.04","NA","NA","NA","NA","NA","8688525.68","371911.12","NA","294555.55","NA","1262273.18","NA","NA","17379809.35","16577974.89","NA","655921.82","3834846.59","656403.42","NA","NA","NA","NA","NA","NA","911836.79","12416.65","22649400.16"
