"id_serv","folio","tipotom2","num_tom","recib_ex","mon_fact","mon_reca","v_sum_m3","frecfac2"
"3807","13058","1","97","","","9450.6","","0"
"3809","13058","3","15","","","3563.76","","0"
"3821","14030","1","2582","","10720219","10720219","1340027","0"
"3823","14030","3","412","","3901215","3901215","487652","0"
"3826","15028","1","3680","NSS","NSS","NSS","NSS","0"
"3828","15090","1","316","1360","182844","182844","192250","0"
"3829","15090","2","23","138","1509954","1509954","52995","0"
"3830","15090","3","59","295","158698","158698","17666","0"
"3831","16053","1","142166","842112","332152002","271002818.4318","17189709","0"
"3832","16053","2","1053","6588","39600797","32310290.2723","1194898","0"
"3833","16053","3","10666","64008","71319500","58189580.05","1881491","0"
"3834","16053","4","913","5472","32457972","26482459.3548","1417602","0"
"3835","16053","5","9399","56406","35162545","28689120.4655","1471155","0"
"3836","31050","4","1263","8298","28625676","21755728","3455715","0"
"3837","15054","1","15253","NA","NA","NA","NA","0"
"3838","15054","3","1950","NA","NA","NA","NA","0"
"3839","24028","3","7168","39772","38355813.89","47389080","NSS","0"
"3840","24028","4","436","4304","20170466.82","9196769","NSS","0"
"3841","24028","2","594","5155","20469425.98","63375487","NSS","0"
"3842","24028","1","84657","483892","108490615.15","123306946","NSS","0"
"3843","24009","3","5","22","33140.56","NSS","NSS","0"
"3844","24009","2","1","6","635.04","NSS","NSS","0"
"3845","24035","2","90","862","1151164.59","NSS","NSS","0"
"3846","24009","1","199","1147","538916.3","NSS","NSS","0"
"3847","5020","3","98","98","NSS","NSS","NSS","1"
"3848","23009","2","3","36","32981","NA","NA","1"
"3849","5032","2","10","10","3475129","3149002","85443","1"
"3853","8002","5","","","","","","1"
"3936","28027","4","40","40","6064671.81","2574852.05","215563","0"
"3977","26016","3","27","27","120113.64","146965.49","40037","1"
"3978","13006","1","745","745","896324.4","240624","134100","1"
"3979","30178","1","421","4746","952765","895065","113595","1"
"3980","30178","2","7","77","78812","72375","3767","1"
"3981","8027","4","14","168","3769852.98","665049.36","26736","1"
"3982","8027","5","28","336","1931.25","11216","9934","1"
"3983","17003","1","217","2604","150789","200508","203750","1"
"3984","17003","3","52","624","66950","94224","100055","1"
"3985","28028","1","10","10","1500","1350","100","1"
"3986","28042","3","6","4","4008","5096","1044","1"
"3987","11042","2","98","1176","1444406.91","1323448.07","54942","1"
"3988","30010","2","29","348","129798","228545","1199","1"
"3989","30010","3","423","5076","609130","784807","7546","1"
"3990","30010","4","46","684","2973526","344946","2337","1"
"3991","19031","1","135445","1596110","258452780","227733699","15590865","1"
"3992","19031","2","20","238","763032","990320","16644","1"
"3993","19031","3","1521","17414","28602134","39122133","555872","1"
"3994","19031","4","195","2310","6157983","9991485","233259","1"
"3995","19032","4","33","396","617838","789448","19415","1"
"3996","19009","1","37107","447700","84075755","49719856","4693069","1"
"3997","11007","2","117","1404","22212074","17664830","1074426","1"
"3998","11007","3","9659","115908","52866950","42034971","2448323","1"
"3999","12048","3","298","298","311112","311112","28416","1"
"4000","30143","1","784","60324","731591.04","340054.25","114396","1"
"4001","6010","1","34179","ND","ND","ND","NSS","1"
"4002","6010","2","298","ND","ND","ND","NSS","1"
"4003","6010","3","1486","ND","ND","ND","NSS","1"
"4004","6010","4","64","ND","ND","ND","NSS","1"
"4005","19020","2","","","","","","1"
"4006","19020","3","90","1089","1019043","1268957","37181","1"
"4007","19020","4","38","468","569333","766123","20849","1"
"4008","21174","1","1555","8608","2571182","2571182","349820","1"
"4009","21174","2","188","776","1258048","1258048","104662","1"
"4010","21174","3","342","2271","1724027","1724027","184387","1"
"4011","24052","1","2282","27384","1423968","1243510","136920","1"
"4012","24052","2","5","60","5880","6463","600","1"
"4013","24052","3","46","552","43056","37235","5520","1"
"4014","16069","1","27234","198408","42874585.2","39444618.39","3255245.28","1"
"4015","16069","2","21","252","220636.08","202985.2","1718046.12","1"
"4016","16069","3","1538","16256","5836296","5194303.44","2147557.65","1"
"4017","16069","4","131","1572","460596","414536.4","886150.11","1"
"4018","10012","1","7050","10579","21917122","9862705","288031","1"
"4019","10012","2","72","101","7409","5186646","59078","1"
"4020","10012","3","623","887","4868035","2482698","808031","1"
"4021","17004","1","9789","117468","7129619.8","6481472.58096","5510380.0539","1"
"4022","17004","3","62","744","43079.3","39162.9763","33295.348","1"
"4023","17004","4","8","96","7179.9","6527.16272","5549.2246","1"
"4024","32048","1","6828","6026","6976345","6626345","1425324","1"
"4025","32048","2","59","55","837492","777492","32528","1"
"4026","19001","2","2","15","5006","19990","198","1"
"4027","19001","3","11","127","48115","92631","2018","1"
"4028","19001","4","10","148","194425","180468","6938","1"
"4029","13063","4","71","71","26698.03","20327.9","956","1"
"4030","30134","1","1149","12863","1523500","1221431","340287","1"
"4031","30134","2","1","12","27720","27720","684","1"
"4032","30134","3","41","492","71750","68322","19188","1"
"4033","30167","2","","","","","","1"
"4034","30167","3","","","","","","1"
"4035","20401","1","110","110","239134.94","217628.39","2141","1"
"4036","16031","1","497","","763078","763078","80228","1"
"4037","17008","1","9","9","158149.5","180620.5","9840","1"
"4038","14096","3","8","8","9905.75","9905.75","547.01","1"
"4039","17008","2","15","15","3161665.6","3400560.4","97842","1"
"4040","17008","3","75","75","720849.78","850378","41736","1"
"4041","11026","1","6172","74064","10772619","8820645","755851","1"
"4042","11026","2","14","168","963279","102566","26431","1"
"4043","11036","3","4","48","4500","2500","600","1"
"4044","13052","1","5751","5751","393540.93","236124.558","46008000","1"
"4045","13052","2","37","37","14627.95","8776.77","296000","1"
"4046","13052","3","191","191","17348.53","10409.118","1528000","1"
"4047","30030","3","213","2556","832887","420724","68022","1"
"4048","30030","4","25","300","158774","22300","10156","1"
"4049","30048","1","1560","1560","1856213","522947","269659","1"
"4050","30048","2","20","20","159086","66760","10622","1"
"4051","30048","3","117","117","433671","170541","27015","1"
"4052","30048","4","37","37","439541","46192","20926","1"
"4053","30030","1","237","2844","323806","76253","44645","1"
"4054","30030","2","11","132","66502","53082","4109","1"
"4055","30032","1","1059","12204","17941287.36","1995227.91668171","277728","1"
"4056","30082","1","1040","12480","4002695","1260072","260661","1"
"4057","30082","2","102","1224","590145","177155","17026","1"
"4058","30011","3","221","1589","4065906.24","637325","29844","1"
"4059","30011","4","23","300","123926.52","13655","7524","1"
"4060","30148","1","2719","2719","359269","148557","40590","1"
"4061","30148","2","29","29","26020","3946","1299","1"
"4062","30148","3","242","242","78771","12711","4255","1"
"4063","30080","5","","","","","","1"
"4064","14039","3","77564","930768","482645975","482645975","17437848","1"
"4065","14039","4","3349","40188","103458542","103458542","9778704","1"
"4066","3002","1","2239","26868","9482769.69","37686388","859106","1"
"4067","3002","2","60","720","2660391.16","873866.7","416698","1"
"4068","3002","3","455","5460","7289766","2977245.6","539091","1"
"4069","3008","1","74354","892248","128859827.04","66419465.17","12244188","1"
"4070","3008","2","888","10656","161316386.4","144099271.8","4689228","1"
"4071","3009","1","1800","21600","3369600","2864160","367200","1"
"4072","3009","2","77","924","740382.72","666344.45","18480","1"
"4073","3009","3","725","8700","4795527","4555750.65","174000","1"
"4074","25015","1","25224","302688","39130649","31185069","4790935","1"
"4075","25015","2","285","3420","3804805","3530748","195371","1"
"4076","25015","3","2105","24180","8155969","7217781","512028","1"
"4077","25015","4","223","2676","3113199","2323996","48466","1"
"4078","30061","3","200","2376","1187907","1158099","58981","1"
"4079","30061","4","37","360","954714","89288","19104","1"
"4080","25009","1","5319","63828","581078.3","2312023.92","80901","1"
"4081","25009","2","43","516","1701932.5","799636.97","800","1"
"4082","22015","5","","","","","","1"
"4083","22017","1","21968","","64608679.96","59634020","3425431","1"
"4084","22017","2","5","","59194","52038","773","1"
"4085","22017","3","700","","7612890.62","6635276","96837","1"
"4086","22017","4","236","","6720503.2","1989018","175603","1"
"4087","22017","5","1","","19354.86","19355","371","1"
"4088","25004","4","NA","NA","NA","NA","NA","1"
"4089","22018","1","5977","NA","8872158.06","8544420","813215","1"
"4090","22018","2","","NA","","","","1"
"4091","22018","3","34","NA","248701.16","3004","3004","1"
"4092","22018","4","84","NA","264178.05","17744","22542","1"
"4093","5018","1","75803","909636","192993114","150871271","14144721","1"
"4094","5018","2","136","1632","45579318","60660362","900064","1"
"4095","5018","3","3826","45912","44392683","47179011","1163199","1"
"4096","5018","4","725","8700","11054389","10166779","359810","1"
"4097","30026","1","6198","6198","467595.94","406876.24","65622","1"
"4098","30026","2","19","19","9812.8","1215.95","484","1"
"4099","30026","3","568","568","118820.13","42511.57","10054","1"
"4100","30026","4","35","35","31198.52","","2022","1"
"4101","30026","5","259","259","29340.2","17070.09","3175","1"
"4102","19025","1","27634","328198","59694950","36084892","3374192","1"
"4103","11017","1","109477","109477","178971003.38","71714357.6","12571433","1"
"4104","11017","2","499","499","59079811.64","50158618.18","1503904","1"
"4105","26058","2","17","204","162394.17","163833.6","11814","1"
"4106","26058","3","251","3012","1089328.6","1050348.2","71287","1"
"4107","24019","1","455","4707","350387","343095","36161","1"
"4108","12021","3","1","12","3575","3575","360","1"
"4109","14058","1","1065","11865","1237468","967140","149945","1"
"4110","14058","2","15","184","158876","71341","4815","1"
"4111","14058","3","141","1688","549463","350598","31488","1"
"4112","14058","4","9","110","83646","31811","5057","1"
"4113","14058","5","17","187","38452","23179","4599","1"
"4114","30176","1","6","72","64435","22142","56874","1"
"4115","30176","3","2","24","13286.02","13286.02","28741","1"
"4116","30176","4","8","96","26529.56","26529.56","36954","1"
"4117","30190","4","11","132","15642","15642","2568","1"
"4118","30204","1","1100","11820","2293436.58","1115929.82","74304","1"
"4119","30204","2","3","36","37768.65","20773.08","565","1"
"4120","30204","4","17","204","68739.03","8700.25","921","1"
"4121","19045","1","22464","259005","52046977","29065720","2833285","1"
"4122","19045","2","12","147","391130","519460","10095","1"
"4123","19045","3","468","5351","62399116","77306580","962449","1"
"4124","19045","4","68","763","31917328","34825846","1462720","1"
"4125","19047","1","5136","61368","14215140","6987839","1108487","1"
"4126","30204","3","135","1560","638554.71","375346.19","14721","1"
"4127","19024","2","1","11","7548","8858","530","1"
"4128","19024","3","39","454","191836","228776","9174","1"
"4129","19024","4","20","252","325155","318817","9986","1"
"4130","26025","1","6285","6285","8713225","","931105","1"
"4131","26025","2","10","10","622234","","19791","1"
"4132","26025","3","490","490","6913421","","173924","1"
"4133","5003","3","6","6","381420.34","242489.01","15637","1"
"4134","26071","1","1332","1332","2053644.71","556547.65","255956","1"
"4135","26071","3","94","94","811610.29","331157.85","38769","1"
"4136","16040","1","364","577","65822","65822","478405","1"
"4137","16040","2","","","","","","1"
"4138","16040","3","18","20","15997","15997","882","1"
"4139","16040","4","2","24","12384","12384","18","1"
"4140","16040","5","","","","","","1"
"4141","28024","1","1144","1144","1034883","1034883","65591","1"
"4142","28024","2","16","16","20321.3","20321.3","609","1"
"4143","19050","4","28","375","297842","446962","9691","1"
"4144","28024","3","5","5","41055.91","41055.91","2435","1"
"4145","28024","4","27","27","330237.5","330237.5","30020","1"
"4146","12061","1","1649","1649","1286220","685600","197880","1"
"4147","30040","2","28","","1035348","","31458","1"
"4148","30040","3","639","","2015986","","123717","1"
"4149","28008","1","286","286","86648.64","94585.92","2880","1"
"4150","28008","2","2","2","1095.36","1095.36","20","1"
"4151","28008","3","13","13","1868.04","6069.96","130","1"
"4152","28008","4","","","","","","1"
"4153","28008","5","","","","","","1"
"4154","8013","4","8","96","88723","","5917","1"
"4155","8013","5","11","132","134929","20411","8049","1"
"4156","8032","1","32732","392784","103626964","90158653","3939756","1"
"4157","8032","2","113","1356","12593156","12842837","185424","1"
"4158","8032","3","2392","35184","15956790","14006360","333844","1"
"4159","8032","4","345","4140","9202419","4696178","178514","1"
"4160","28009","1","45332","45332","81303669","56099532","13250726","1"
"4161","11019","4","NA","NA","NA","NA","NA","1"
"4162","28009","2","392","392","9979304","14462760","107570","1"
"4163","28009","3","5332","5332","26956527","18600004","1329695","1"
"4164","28009","4","222","222","10959290","7561910","64243","1"
"4165","23011","1","7958","7958","24095482.7","19458542.3938958","699028","1"
"4166","23011","2","9","9","63503.46","63175.6702780373","2987","1"
"4167","30033","3","39","39","185437.67","320000","788","1"
"4168","30033","4","11","11","386487.05","","286","1"
"4169","13028","1","540","3523","1056404.73","1056404.73","32736","1"
"4170","13028","2","","","","","","1"
"4171","13028","3","577","4157","2370896.85","2370896.85","36091","1"
"4172","13028","4","35","197","416955.62","416955.62","10005","1"
"4173","13028","5","26","195","26412.2","26412.2","8957","1"
"4174","13025","1","925","925","268429.07","268429.07","","1"
"4175","32042","5","","","","","","1"
"4176","11026","3","180","2160","735783","307697","27862","1"
"4177","11026","4","51","612","924565","","56518","1"
"4178","11026","5","617","7404","1511482","1025656","87896","1"
"4179","2002","1","331578","331578","494887727","449605298","68022638","1"
"4180","2002","2","227","227","243922135","259986942","6514192","1"
"4181","2002","3","21923","21923","311848875","352205989","4601455","1"
"4182","2002","4","2761","2761","243922135","136113387","8665457","1"
"4183","14013","1","72","72","491423.17","491423.17","26280","1"
"4184","14013","2","100","100","2971355.37","2971355.37","122078","1"
"4185","14013","3","173","173","2489119.16","2489119.16","31140","1"
"4186","14013","4","","","","","","1"
"4187","14013","5","26","26","655074.1","655074.1","9490","1"
"4188","14078","1","1716","1080","1867320","1867230","270561","1"
"4189","14078","2","46","46","1807488","1807488","55861","1"
"4190","14078","3","203","203","487049","487049","55270","1"
"4191","26062","1","459","5508","369648.25","260494","","1"
"4192","26062","3","7","48","7132.81","7133","","1"
"4193","26062","4","8","","","","","1"
"4194","21114","1","170035","1456764","313450247.71","214946906.05","28460253.27","1"
"4195","21114","3","16069","162156","259855091.79","145209482.12","7427278.63","1"
"4196","30047","1","2178","2178","2586892","1896323.24","261360","1"
"4197","30047","3","52","52","81181.64","45274.93","9984","1"
"4198","15009","2","2","18","3120000","3120000","48600","1"
"4199","15009","3","24","144","1400000","140000","16250","1"
"4200","30047","4","1","1","104.7","90","192","1"
"4201","30047","5","1","1","285","285","192","1"
"4202","30192","1","3720","25885","7154751.5","4086467.86","752414","1"
"4203","30192","2","27","247","324493","236911.58","18562","1"
"4204","30192","4","27","126","487438","26372.46","14517","1"
"4205","30007","2","2","2","1110","1226","35","1"
"4206","29005","1","101","101","2200000","2200000","NA","1"
"4207","14116","1","2961","2961","NA","6503724.09","NA","1"
"4208","14116","3","557","557","NA","2086923.65","NA","1"
"4209","11013","1","2246","NA","NA","4734401.39","NA","1"
"4210","5022","1","9893","NA","NA","9652337.19","NA","1"
"4211","5022","2","1","NA","NA","987620.4","NA","1"
"4212","5022","3","28","NA","NA","627525.73","NA","1"
"4213","5019","4","1","1","252","NA","NA","1"
"4214","15045","3","47","47","3058.42","NA","NA","1"
"4215","15045","1","1241","1241","102690.25","NA","NA","1"
"4216","16066","2","","","","","","2"
"4217","16066","3","133","57","569361.29","569361.29","18978.71","2"
"4218","12024","1","909","815","545400","188552","90900","2"
"4219","16066","1","613","550","1294002.94","1294002.94","43133.43","2"
"4220","9010","1","106578","647950","388151463","292913312.21","22901619","2"
"4221","9010","3","6960","41899","285619633","265122598.46","3600086","2"
"4222","9015","1","134599","804181","185461380","120795686.1","17935082","2"
"4223","9015","3","25227","151955","792839538","600988323.12","9911236","2"
"4224","9015","5","6565","39672","64452938","48810616.89","4183825","2"
"4225","15033","3","2387","8351","75898756.63","75898756.63","NSS","2"
"4226","15033","5","3360","8631","15284708.53","15284708.53","NSS","2"
"4227","14124","1","17232","NA","NA","21218453.98","NA","2"
"4228","1007","4","1","1","940549.96","NA","NA","2"
"4229","15091","2","34","29","3526879.03","NA","NA","2"
"4230","15014","1","154","NA","NA","NA","NA","2"
"4231","15014","2","22","NA","NA","NA","NA","2"
"4232","15014","3","944","NA","NA","NA","NA","2"
"4233","14008","1","9268","NA","NA","NA","NA","2"
"4234","15101","2","79","NA","NA","NA","NA","2"
"4235","15095","3","NSS","NSS","NSS","NSS","NSS","2"
"4236","15095","1","NSS","NSS","NSS","NSS","NSS","2"
"4237","15071","1","3679","NA","NA","NA","NA","2"
"4238","15071","3","451","NA","NA","NA","NA","2"
"4239","32015","1","380","380","41800","29900","3500","3"
"4240","20287","1","249","249","53218","53218","","3"
"4241","16102","1","26593","77293","75846353","35549936","3223926","4"
"4242","16102","2","413","2366","10162950","9111204","201413","4"
"4243","16102","3","4706","18358","43722632","26147720","1027262","4"
"4244","13038","1","677","","641202.3","341202.3","36456","4"
"4245","20096","1","210","170","26000","26000","12096","4"
"4246","13061","1","16842","","","","","4"
"4247","13061","2","15","","","","","4"
"4248","13061","4","","","","","","4"
"4290","20556","4","9","","","","","0"
"4293","14067","4","656","","","","691833","0"
"4305","1005","4","2","","NSS","507191","","0"
"4306","17031","1","171","32893","NSS","65289","35760","1"
"4307","17031","3","37","1989","NSS","36000","7920","1"
"4308","11023","1","9688","116256","NSS","4767908.58","1218494","1"
"4309","11023","2","19","228","NSS","428575.14","22074","1"
"4310","11023","3","542","6504","NSS","1433601.53","141212","1"
"4311","11023","5","150","1800","NSS","190854.43","29349","1"
"4312","24048","1","41","492","NSS","39993.06","3999.3","1"
"4313","24048","2","9","108","NSS","210304.91","12335","1"
"4314","24048","3","3","36","NSS","10998.12","1304.64","1"
"4315","24048","4","5","60","NSS","56102.33","8130.77","1"
"4316","1005","1","20040","240481","NSS","47824985","3230856","1"
"4317","1005","2","246","2698","NSS","15693086","573965","1"
"4318","1005","3","1583","18992","NSS","8363910","393979","1"
"4319","30167","1","98","324","NSS","2220","180","1"
"4320","8028","1","1374","16488","NSS","3466316","233366","1"
"4321","8028","2","3","36","NSS","52746","1863","1"
"4322","8028","3","20","240","NSS","107868","4273","1"
"4323","8028","4","57","684","NSS","572725","23547","1"
"4324","8028","5","13","156","NSS","","8900","1"
"4325","32036","2","43","NSS","NSS","297887.12","78633","1"
"4326","32036","3","428","NSS","NSS","531276.1","171031","1"
"4327","32036","4","11","NSS","NSS","204782.91","17249","1"
"4328","8036","1","8075","NSS","NSS","12581075.02","63147","1"
"4329","8036","2","53","NSS","NSS","515379.34","1801","1"
"4330","8036","3","457","NSS","NSS","1932680.67","7267","1"
"4331","8036","4","37","NSS","NSS","325496.48","2537","1"
"4333","30069","1","1148","165312","3225203.34","NSS","125425","1"
