"folio","serv_dre","dren_cab","no_saben","dren_plu","prodrplu","pr_plu_e","trat_plu","tra_apli","usoprinc","uso_e_pr","plu_suel","plu_rios","plu_mar","plu_play","plu_este","plu_lago","plu_terr","plu_otro","plu_o_es","dren_ext","ext_reha","ext_sani","ext_dren","ext_cole","tot_conx","con_cabe","conx_loc","conx_dom","conx_ind","conx_com","conx_pub","conx_mix","conx_tot","prest_nu"
"14067","1","100","","2","0","","0","","0","","","","","","","","","","","","","2100.45","204.66","0.415","86011","86011","","79042","612","5701","656","","86011","1"
"14068","1","65","","1","1","","2","","0","","","1","","","","","","","","1.5","","12","0.05","","2794","2794","","2643","NA","NA","NA","151","2794","1"
"14069","1","","1","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","3362","911","2451","3362","NA","NA","NA","NA","3362","1"
"14070","1","80","","2","0","","0","","0","","","","","","","","","","","","","30","","","38626","NSS","NSS","38626","","","","","38626","1"
"14071","1","32","","2","0","","0","","0","","","","","","","","","","","","","4.42","0.8","","401","321","80","401","NA","NA","NA","NA","401","1"
"14072","1","70","","2","0","","0","","0","","","","","","","","","","","","","34","2","","1995","1995","","1900","","","","95","1995","1"
"14073","1","85","","2","0","","0","","0","","","","","","","","","","","","","99.3","4666","","25715","25715","","25715","","","","","25715","1"
"14074","1","96","","2","0","","0","","0","","","","","","","","","","","","","77","2","","NSS","NSS","NSS","NSS","","","","NSS","","1"
"14075","1","100","","2","0","","0","","0","","","","","","","","","","","","","25","0.1","","1623","1553","70","1623","","","","","1623","1"
"14076","1","90","","2","0","","0","","0","","","","","","","","","","","","","10","","","874","800","74","860","2","12","","","874","1"
"14077","1","95","","2","0","","0","","0","","","","","","","","","","","","","19400","2.5","","10464","3499","6965","10057","","407","","","10464","1"
"14078","1","84","","2","0","","0","","0","","","","","","","","","","","","","114.93","0.31","1","10243","9225","726","8524","46","203","NA","794","9567","1"
"14079","1","65","","2","0","","0","","0","","","","","","","","","","","","","76","NSS","NSS","5270","2738","2530","4893","NA","377","NA","NA","5270","1"
"14080","1","","1","2","0","","0","","0","","","","","","","","","","","","","13860","NA","NA","909","400","509","NA","NA","NA","NA","NA","","1"
"14081","1","100","","2","0","","0","","0","","","","","","","","","","","","","14022","1","1","1500","1100","400","1500","","","","","1500","1"
"14082","1","99","","2","0","","0","","0","","","","","","","","","","","","","76.395","0.701","","10169","NA","NA","10049","NA","120","NA","NA","10169","1"
"14083","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","4","","23503","19832","3671","23431","NA","72","NA","NA","23503","1"
"14084","1","98","","2","0","","0","","0","","","","","","","","","","","","","39","NSS","NSS","3438","3438","","3038","","400","","","3438","1"
"14085","1","80","","1","1","","2","","0","","","1","","","","","","","","NSS","NSS","20","1","NSS","5000","4000","1000","5000","NA","NA","NA","NA","5000","1"
"14086","1","80","","2","0","","0","","0","","","","","","","","","","","","","64","0.06","","3338","2982","356","3338","NA","NA","NA","NA","3338","1"
"14087","1","96","","1","1","","2","","0","","","1","","","","","","","","16","NSS","21","6","9","5526","4958","568","5411","100","5","10","NA","5526","1"
"14088","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NA","NA","NSS","NSS","NSS","NA","NA","NA","NA","NA","","1"
"14089","1","94","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","1795","1396","399","1734","NA","NA","NA","61","1795","1"
"14090","1","97","","2","0","","0","","0","","","","","","","","","","","","","27","0.5","","2561","2181","380","2556","","3","2","","2561","1"
"14091","1","75","","2","0","","0","","0","","","","","","","","","","","","","120","0.1","0.6","11694","9056","2636","10296","617","723","58","","11694","1"
"14092","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","2958","1998","960","2958","NA","NA","NA","NA","2958","1"
"14093","1","93","","1","1","","2","","0","","","1","","","","","","","","3","0.1","482","0.15","0.05","42146","32753","9393","38602","","1909","","1635","42146","1"
"14094","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","10600","10600","NA","10600","NA","NA","NA","NA","10600","1"
"14095","1","90","","2","0","","0","","0","","","","","","","","","","","","","51","0.3","","4181","2003","2178","4181","","","","","4181","1"
"14096","1","90","","1","1","","2","","0","","","1","","","","","","","","1","","55.041","3.5","","5500","3437","2063","5360","NA","103","37","NA","5500","1"
"14097","1","","1","1","2","","2","","0","","1","","","","","1","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","","1"
"14098","1","99","","1","1","","2","","0","","","","","","","","","1","PRESA","NSS","NSS","121.3","NSS","NSS","21240","NSS","21240","20350","7","823","8","52","21240","2"
"14099","1","80","","2","0","","0","","0","","","","","","","","","","","","","15","0.5","","600","480","120","600","","","","","600","1"
"14100","1","90","","2","0","","0","","0","","","","","","","","","","","","","48","0.2","0.18","2621","2621","","2621","","","","","2621","1"
"14101","1","95","","2","0","","0","","0","","","","","","","","","","","","","2208893","NA","NA","NSS","NSS","NSS","NA","NA","NA","NA","NA","","1"
"14102","1","100","","2","0","","0","","0","","","","","","","","","","","","","30.5","","","2571","1789","782","2552","19","","","","2571","1"
"14103","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","2328","1396","932","2301","NA","27","NA","NA","2328","1"
"14104","1","60","","2","0","","0","","0","","","","","","","","","","","","","32.8","","","1791","923","868","1791","NA","NA","NA","NA","1791","1"
"14105","1","70","","2","0","","0","","0","","","","","","","","","","","","","11","0.2","","6102","4502","1600","6088","","14","","","6102","1"
"14106","1","100","","2","0","","0","","0","","","","","","","","","","","","","11","","","1300","542","758","1300","","","","","1300","1"
"14107","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","2734","594","2140","2734","","","","","2734","1"
"14108","1","96","","2","0","","0","","0","","","","","","","","","","","","","62.3","0.86","0.3","13110","","","12017","NA","1093","NA","NA","13110","1"
"14109","1","96","","2","0","","0","","0","","","","","","","","","","","","","24","0.5","","3266","3266","","3132","","","","134","3266","1"
"14110","1","90","","2","0","","0","","0","","","","","","","","","","","","","63","3.7","NSS","49","NA","NA","49","NA","NA","NA","NA","49","1"
"14111","1","90","","2","0","","0","","0","","","","","","","","","","","","","10","0.5","0.5","2129","2024","105","1909","NA","170","NA","50","2129","1"
"14112","1","90","","1","1","","2","","0","","","1","","","","","","","","1","","NSS","0.4","NA","4195","2500","1695","4195","NA","NA","NA","NA","4195","1"
"14113","1","80","","2","0","","0","","0","","","","","","","","","","","","","30","","","5085","2000","3085","4945","","","1","139","5085","1"
"14114","1","95","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","8574","NA","NA","8712","NA","NA","NA","NA","8712","1"
"14115","1","90","","2","0","","0","","0","","","","","","","","","","","","","15.9","0.5","","1339","NSS","NSS","NA","NA","NA","NA","NA","NSS","1"
"14116","1","80","","1","1","","2","0","0","","","1","","","","","","","","1.5","2","63.8","0.5","0.2","6592","5343","1249","5938","","654","NA","NA","6592","1"
"14117","1","90","","1","1","","2","","0","","","1","","","","","","","","1.5","","2","1","","2138","1838","300","2138","","","","","2138","1"
"14118","1","92","","2","0","","0","","0","","","","","","","","","","","","","25","0.1","","6920","5020","1900","6825","","49","46","","6920","1"
"14119","1","40","","2","0","","0","","0","","","","","","","","","","","","","40","1.23","","7115","7115","","6370","76","363","20","286","7115","1"
"14120","1","5","","1","1","","2","","0","","","1","","","","","","","","10","0.3","176","4.5","1.8","20109","","20109","19600","","509","","","20109","2"
"14121","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","8206","8206","","7820","NA","386","NA","NA","8206","1"
"14122","1","80","","2","0","","0","","0","","","","","","","","","","","","","16","","","2016","1412","604","2016","","","","","2016","1"
"14123","1","60","","2","0","","0","","0","","","","","","","","","","","","","50","3","NA","3000","2000","1500","2500","NA","NA","NA","500","3000","1"
"14124","1","88","","1","1","","2","","0","","","1","","","","","","","","3","","17","5","3","16133","12565","3568","16133","1","","","","16134","1"
"14125","1","95","","2","0","","0","","0","","","","","","","","","","","","","100","1","","4318","3934","384","4020","5","59","74","60","4218","1"
"15001","1","80","","2","0","","0","","0","","","","","","","","","","","","","14","14","","2345","2345","","2378","","10","","NA","2345","1"
"15002","1","90","","2","0","","0","","0","","","","","","","","","","","","","88.5","","","12922","1650","11272","12864","","58","","","12922","1"
"15003","1","","1","2","0","","0","","0","","","","","","","","","","","","","230","","","8","","","NA","NA","NA","NA","NA","NA","1"
"15004","1","100","","2","0","","0","","0","","","","","","","","","","","","","3500","","","6700","3700","3000","6700","","","","","6700","1"
"15005","1","70","","2","0","","0","","0","","","","","","","","","","","","","256","NA","NA","31540","","","31540","NA","NA","NA","NA","NA","1"
"15006","1","90","","1","1","","2","","0","","","","","","","1","","","","3","1","39","2","1","3700","3200","500","3200","50","350","100","","3700","1"
"15007","1","60","","1","1","","2","","0","","","1","","","","","","","","2.4","0.6","1.8","","","130","130","NSS","130","NA","NA","NA","NA","130","1"
"15008","1","50","","2","0","","0","","0","","","","","","","","","","","","","1646","1646","","1646","","","NA","NA","NA","NA","NA","NA","1"
"15009","1","95","","2","0","","0","","0","","","","","","","","","","","","","74671","","","10452","8015","2437","10426","2","24","","","10426","1"
"15010","1","75","","2","0","","0","","0","","","","","","","","","","","","","37.8","3.5","","6770","3342","3428","6370","","40","","","6410","1"
"15011","1","70","","1","1","","2","","0","","","1","","","","","","","","1","","NSS","","","NSS","NSS","NSS","NSS","","","","","NSS","1"
"15012","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","9200","NSS","NSS","9200","NA","NA","NA","NA","9200","1"
"15013","1","98","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.54813","0.58","138292","138292","","128971","159","8454","391","317","138292","1"
"15014","1","85","","2","0","","0","","0","","","","","","","","","","","","","187.19","0.16","NA","651","286","365","633","","18","NA","NA","651","1"
"15015","1","70","","2","0","","0","","0","","","","","","","","","","","","","79","","","8000","3500","4500","8000","","","","","8000","1"
"15016","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","7480","2023","5457","7469","","11","","","7480","1"
"15017","1","85","","1","2","","2","","0","","","1","","","","","","","","5","","20","1","","905","700","205","905","","","","","905","1"
"15018","1","96","","2","0","","0","","0","","","","","","","","","","","","","176.8","13","10","17127","3500","13627","17127","","NA","NA","NA","17127","1"
"15019","1","90","","2","0","","0","","0","","","","","","","","","","","","","40.6","0.5","NA","4300","4300","","NA","NA","NA","NA","NA","NA","1"
"15020","1","90","","1","1","","2","","0","","","","","","","","","1","EL AGUA DE LA RED DE DRENAJE PLUVIAL SE CONDUCE A LAS BARRANCAS Y AL CANAL CARTAGENA","116707.26","23","23","","","89441","17888","71553","1021111","","8674","","","110785","1"
"15021","1","90","","1","1","","2","0","0","","","","","","","","","1","PARA EL RIEGO AGRICOLA","5","","8","2","","20","","","78","","","","","78","1"
"15022","1","90","","2","0","","0","","0","","","","","","","","","","","","","1326","","","2031","2031","","2031","","","","","2031","1"
"15023","1","80","","1","1","","2","","0","","","1","","","","","","","","3.5","","NSS","","","16100","550","15550","15860","","150","","","16010","1"
"15024","1","95","","1","1","","2","","0","","","1","","","","","","","","60","","60","","","52951","7190","45761","51055","120","7737","39","","52951","1"
"15025","1","95","","1","1","","2","","0","","","1","","","","","","","","578860","73845","411.153","1243.6","","82708","29918","52790","81014","21","1611","62","","82708","1"
"15026","1","72","","2","0","","0","","0","","","","","","","","","","","","","47","47","","471","471","","NA","NA","NA","NA","NA","NA","1"
"15027","1","99","","2","0","","0","","0","","","","","","","","","","","","","30209.46","NA","NA","4720","3720","1000","4720","","","","NA","4720","1"
"15028","1","85","","1","1","","2","","0","","","1","","","","","","","","3.65","1.45","3.5","320","","3986","3986","","3986","","","","","3986","1"
"15029","1","90","","1","1","","2","","0","","","","","","","","","1","POZO DE ABSORCION","10","10","10","10","10","57399","5995","51404","55505","","1894","","","57399","1"
"15030","1","90","","2","0","","0","","0","","","","","","","","","","","","","56","","","197","57","140","197","","","","","197","1"
"15031","1","96.5","","1","1","","2","","0","","","1","","","","","","","","238","0.1","1588","2.3","","172050","1504","170546","169629","9","2405","7","","172050","1"
"15032","1","80","","2","0","","0","","0","","","","","","","","","","","","","41","41","41","41","41","","NA","NA","NA","NA","NA","NA","1"
