"folio","serv_dre","dren_cab","no_saben","dren_plu","prodrplu","pr_plu_e","trat_plu","tra_apli","usoprinc","uso_e_pr","plu_suel","plu_rios","plu_mar","plu_play","plu_este","plu_lago","plu_terr","plu_otro","plu_o_es","dren_ext","ext_reha","ext_sani","ext_dren","ext_cole","tot_conx","con_cabe","conx_loc","conx_dom","conx_ind","conx_com","conx_pub","conx_mix","conx_tot","prest_nu"
"20321","1","90","","2","0","","0","","0","","","","","","","","","","","","","1.5","","","156","156","","148","","","8","","156","1"
"20322","1","70","","2","0","","0","","0","","","","","","","","","","","","","2","","","30","30","","30","","","","","30","1"
"20323","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20324","1","55","","2","0","","0","","0","","","","","","","","","","","","","27","","","3550","3550","","3250","","300","","","3550","1"
"20325","1","49","","1","1","","2","","0","","","1","","","","","","","","2","","29","","","1303","703","600","1291","","","12","","1303","2"
"20326","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20327","1","90","","2","0","","0","","0","","","","","","","","","","","","","20","10","3","4500","4500","","3500","","988","12","","4500","1"
"20328","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20329","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20330","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20331","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20332","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20333","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20334","1","80","","2","0","","0","","0","","","","","","","","","","","","","65","","","1450","450","1000","1450","","","","","1450","2"
"20335","1","55","","2","0","","0","","0","","","","","","","","","","","","","4","2","","97","97","","94","","","3","","97","1"
"20336","1","45","","1","4","PREVENIR DESLAVES O DESLIZAMIENTO DE LA TIERRA.","2","","0","","","1","","","","","","","","1","","4","0.02","","821","821","","800","","","21","","821","1"
"20337","1","70","","2","0","","0","","0","","","","","","","","","","","","","5","NA","NA","300","300","NA","300","NA","NA","NA","NA","300","1"
"20338","1","60","","1","2","","2","","0","","","1","","","","","","","","1","0.25","6.5","0.3","","NSS","NSS","NSS","NSS","","NSS","","","NSS","1"
"20339","1","80","","2","0","","0","","0","","","","","","","","","","","","","1.5","","","802","802","","600","","200","2","","802","1"
"20340","1","22","","2","0","","0","","0","","","","","","","","","","","","","5","","","115","115","","105","","","10","","115","1"
"20341","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20342","1","70","","2","0","","0","","0","","","","","","","","","","","","","2.8","","","700","700","","700","","","","","700","1"
"20343","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20344","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20345","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20346","1","90","","2","0","","0","","0","","","","","","","","","","","","","3.2","","","590","590","","590","","","","","590","1"
"20347","1","30","","2","0","","0","","0","","","","","","","","","","","","","10","","","100","100","","100","","","","","100","1"
"20348","1","30","","2","0","","0","","0","","","","","","","","","","","","","5","0.35","","2000","2000","","2000","","","","","2000","1"
"20349","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20350","1","34","","1","2","","2","","0","","","1","","","","","","","","2.5","NSS","24","","","1039","1039","","1019","","20","","","1039","1"
"20351","1","4","","2","0","","0","","0","","","","","","","","","","","","","1","1","1","20","20","","20","","","","","20","1"
"20352","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20353","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20354","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20355","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20356","1","88","","2","0","","0","","0","","","","","","","","","","","","","2","0.5","","500","500","","500","","","","","500","1"
"20357","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20358","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20359","1","90","","2","0","","0","","0","","","","","","","","","","","","","6","6","1","270","270","","260","","","10","","270","1"
"20360","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20361","1","6","","2","0","","0","","0","","","","","","","","","","","","","1","","","50","50","","44","","","6","","50","1"
"20362","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20363","1","30","","2","0","","0","","0","","","","","","","","","","","","","2","","","213","213","","213","","","","","213","1"
"20364","1","80","","1","1","","2","","0","","","1","","","","","","","","10","0.5","25","2","","1550","1550","","1500","","50","","","","1"
"20365","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20366","1","80","","2","0","","0","","0","","","","","","","","","","","","","6","6","3","515","515","","500","","","15","","515","1"
"20367","1","80","","1","2","","2","","0","","1","","","","","","","","","15","","25","","","1400","1400","","1400","","","","","1400","1"
"20368","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20369","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20370","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20371","1","85","","2","0","","0","","0","","","","","","","","","","","","","30","","","514","514","","514","","","10","","524","1"
"20372","1","","1","2","0","","0","","0","","","","","","","","","","","","","1.7","","","70","70","","70","","","","","70","1"
"20373","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20374","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20375","1","90","","1","1","","2","","0","","","1","","","","","","","","NSS","1","NSS","1","","1468","NSS","NSS","1468","","","","","1468","1"
"20376","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20377","1","30","","2","0","","0","","0","","","","","","","","","","","","","3.5","","","176","176","","170","","","6","","176","1"
"20378","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20379","1","20","","2","0","","0","","0","","","","","","","","","","","","","3","","","178","178","","","","","","178","178","1"
"20380","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20381","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20382","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20383","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20384","1","50","","2","0","","0","","0","","","","","","","","","","","","","1.5","","","40000","40000","","40000","","","","","40000","1"
"20385","1","75","","1","2","","2","","0","","1","","","","","","","","","13","","11018","0.5","","1950","80","1950","1950","","","","","1950","2"
"20386","1","20","","2","0","","0","","0","","","","","","","","","","","","","4","","","200","200","","200","","","","","200","1"
"20387","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",""
"20388","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20389","1","50","","1","1","","2","","0","","","","","","","","1","","","10","","10","20","","300","300","NA","300","","","","","300","1"
"20390","1","80","","1","1","","2","","0","","","1","","","","","","","","80","","158","158","3","734","734","NSS","734","","10","10","","734","2"
"20391","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20392","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20393","1","75","","2","0","","0","","0","","","","","","","","","","","","","10","10","","880","880","","880","","","","","880","1"
"20394","1","5","","2","0","","0","","0","","","","","","","","","","","","","1","","","30","30","","30","","","","","30","1"
"20395","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20396","1","10","","2","0","","0","","0","","","","","","","","","","","NA","NA","0.2","NA","NA","20","20","NA","20","NA","NA","NA","NA","20","1"
"20397","1","40","","2","0","","0","","0","","","","","","","","","","","","","80","5","","2271","1195","1076","","","","","2271","2271","1"
"20398","1","60","","2","0","","0","","0","","","","","","","","","","","","","8","8","NSS","1639","NSS","NSS","1639","","","","","1639","1"
"20399","1","60","","2","0","","0","","0","","","","","","","","","","","","","17.94","8","","1065","1065","","1065","","","","","1065","1"
"20400","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20401","1","45","","1","1","","2","","0","","","1","1","","","","","","","1.5","","3","","","100","","100","60","17","23","","","100","1"
"20402","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20403","1","96.3","","2","0","","0","","0","","","","","","","","","","","","","NSS","3.37","","1062","1062","","1038","","24","","","1062","1"
"20404","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20405","1","68","","2","0","","0","","0","","","","","","","","","","","","","9","0.5","0.5","1250","1250","","1247","3","","","","1250","1"
"20406","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20407","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20408","2","NA","","0","0","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"20409","1","95","","2","0","","0","","0","","","","","","","","","","","","","21","","","2907","1696","1211","2423","10","466","8","","2907","2"
"20410","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20411","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20412","2","NA","","0","0","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"20413","1","55","","1","1","","2","","0","","","1","1","","","","","","","50","","230","","","9500","1500","8000","9500","","","","","9500","2"
"20414","1","80","","2","0","","0","","0","","","","","","","","","","","","","30","","","1800","1800","","1800","","","","","1800","1"
"20415","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20416","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20417","1","50","","1","1","","2","","0","","","1","","","","","","","","5","","5","2","","850","850","","850","","","","","850","1"
"20418","1","90","","1","1","","2","","0","","1","","","","","","","","","8","","21","2","","2700","2700","","2700","","","","","2700","1"
"20419","1","90","","2","0","","0","","0","","","","","","","","","","","","","3.5","0.5","","178","178","","170","","","8","","178","1"
"20420","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20421","1","85","","2","0","","0","","0","","","","","","","","","","","","","14","","","1535","1535","","1535","","","","","1535","1"
"20422","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20423","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20424","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20425","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20426","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20427","1","10","","2","0","","0","","0","","","","","","","","","","","","","2","","","100","100","","100","","","","","100","1"
"20428","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20429","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20430","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20431","1","80","","2","0","","0","","0","","","","","","","","","","","","","12","","","399","399","","399","","","","","399","1"
"20432","1","100","","1","4","NO CUMPLE CON USO ESPECIFICO","2","","0","","","1","","","","","","","","2","","5","","","250","250","","231","","","15","","250","1"
"20433","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20434","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20435","1","25","","2","0","","0","","0","","","","","","","","","","","","","4.5","","","200","200","","190","","","10","","200","1"
"20436","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20437","1","25","","2","0","","0","","0","","","","","","","","","","","","","7.2","2","","432","432","","432","NSS","NSS","NSS","NSS","432","1"
"20438","1","25","","2","0","","0","","0","","","","","","","","","","","","","15","","","700","700","","700","","","","","NA","1"
"20439","1","8","","2","0","","0","","0","","","","","","","","","","","","","3","","","150","150","","150","","","","","150","1"
"20440","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20441","1","45","","2","0","","0","","0","","","","","","","","","","","","","15","","","1320","1320","","1300","","","20","","1320","1"
"20442","1","90","","2","0","","0","","0","","","","","","","","","","","","","4","","","124","124","","113","","","11","","124","1"
"20443","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20444","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20445","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20446","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20447","1","45","","2","0","","0","","0","","","","","","","","","","","","","10","2.5","","1300","1300","","1300","","","","","1300","1"
"20448","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20449","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20450","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20451","1","26.5","","2","0","","0","","0","","","","","","","","","","","","","3","3","1","73","73","","63","","","NA","","73","1"
"20452","1","80","","2","0","","0","","0","","","","","","","","","","","","","12","","","2200","2130","70","2200","","","","","2200","1"
"20453","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20454","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20455","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20456","1","80","","2","0","","0","","0","","","","","","","","","","","","","3","0.05","","500","500","","500","","","","","500","1"
"20457","1","65","","2","0","","0","","0","","","","","","","","","","","","","2.5","","","257","257","","240","","","17","","257","1"
"20458","1","76","","2","0","","0","","0","","","","","","","","","","","","","12","","","449","449","","441","","","8","","449","1"
"20459","1","36","","1","1","","2","","0","","","1","","","","","","","","0.05","","18","1","","2850","2850","","2850","","","","","2850","1"
"20460","1","20","","2","0","","0","","0","","","","","","","","","","","","","3","3","","120","120","","120","","","","","120","1"
"20461","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20462","1","40","","2","0","","0","","0","","","","","","","","","","","","","2.2","2.2","0.8","256","256","","250","","","6","","256","1"
"20463","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20464","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20465","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20466","1","12","","2","0","","0","","0","","","","","","","","","","","","","4","","","240","240","","240","","","5","","240","1"
"20467","1","60","","2","0","","0","","0","","","","","","","","","","","","","23","1.8","","2000","2000","","2000","","","","","2000","1"
"20468","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20469","1","22","","1","2","","2","","0","","","1","","","","","","","","3","","12","1","","3286","3286","","3261","","","25","","3286","1"
"20470","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20471","1","100","","2","0","","0","","0","","","","","","","","","","","","","2","","","256","256","","250","","","6","","256","1"
"20472","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20473","1","50","","2","0","","0","","0","","","","","","","","","","","","","1","","","282","282","","267","","","15","","282","1"
"20474","1","60","","2","0","","0","","0","","","","","","","","","","","","","10","","","650","650","","650","","","","","650","1"
"20475","1","36","","2","0","","0","","0","","","","","","","","","","","","","52","","","1600","1600","","1600","","","","","1600","1"
"20476","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20477","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20478","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20479","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20480","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20481","1","25","","2","0","","0","","0","","","","","","","","","","","","","1.5","","","93","","","85","","","7","","93","1"
"20482","1","60","","1","1","","2","","0","","","1","","","","","","","","10","","20","5","","4400","4400","","4400","","","","","4400","1"
"20483","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20484","1","51","","2","0","","0","","0","","","","","","","","","","","","","6","","","696","696","","696","","","","","696","1"
"20485","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20486","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20487","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20488","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20489","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20490","1","30","","2","0","","0","","0","","","","","","","","","","","NA","NA","5","","","135","135","NA","130","NA","5","NA","NA","135","1"
"20491","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20492","1","20","","2","0","","0","","0","","","","","","","","","","","","","4","","","54","54","","48","","","6","","54","1"
"20493","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20494","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20495","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20496","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20497","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20498","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20499","1","75","","2","0","","0","","0","","","","","","","","","","","","","11","","","950","950","","950","","","","","NA","1"
"20500","1","45","","2","0","","0","","0","","","","","","","","","","","","","4.2","","","883","883","","870","","2","11","","883","1"
"20501","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20502","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20503","1","90","","2","0","","0","","0","","","","","","","","","","","","","3","3","","164","164","","150","","","14","","164","1"
"20504","1","75","","2","0","","0","","0","","","","","","","","","","","","","20","","","400","400","","400","","","","","400","1"
"20505","1","80","","2","0","","0","","0","","","","","","","","","","","","","27","","","1992","1992","","1972","","","20","","1992","1"
"20506","1","90","","2","0","","0","","0","","","","","","","","","","","","","4.5","","","200","200","","190","","","10","","200","1"
"20507","1","79","","2","0","","0","","0","","","","","","","","","","","","","4","1","","850","850","","850","","","","","850","1"
"20508","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20509","1","15","","2","0","","0","","0","","","","","","","","","","","","","4","","","400","400","","399","","","1","","400","1"
"20510","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20511","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20512","1","80","","2","0","","0","","0","","","","","","","","","","","","","2","","","160","160","","145","","","15","","160","1"
"20513","1","50","","2","0","","0","","0","","","","","","","","","","","","","7.5","","","1500","1500","","1494","","1","5","","1500","1"
"20514","1","90","","2","0","","0","","0","","","","","","","","","","","","","5","","","182","182","","170","","","12","","182","1"
"20515","1","98","","1","2","","2","","0","","","1","","","","","","","","3","","60","3","","15200","15200","","14523","69","528","80","","15200","1"
"20516","1","70","","2","0","","0","","0","","","","","","","","","","","","","2.5","","","500","500","","500","","","","","500","1"
"20517","1","45","","2","0","","0","","0","","","","","","","","","","","","","8","","","520","520","","500","","","20","","520","1"
"20518","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20519","1","90","","2","0","","0","","0","","","","","","","","","","","","","3","","","980","980","","980","","","","","980","1"
"20520","1","40","","2","0","","0","","0","","","","","","","","","","","","","4","","","500","500","","500","","","","","500","1"
"20521","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20522","1","95","","2","0","","0","","0","","","","","","","","","","","","","2.5","","","245","245","","235","","","10","","245","1"
"20523","1","40","","2","0","","0","","0","","","","","","","","","","","","","22","","0.04","460","460","","453","","","7","","460","1"
"20524","1","100","","2","0","","0","","0","","","","","","","","","","","","","0.8","0.8","1.5","125","125","","125","","","","","125","1"
"20525","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20526","1","35","","2","0","","0","","0","","","","","","","","","","","","","7","","","1992","1992","","1992","","","","","1992","1"
"20527","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20528","1","90","","2","0","","0","","0","","","","","","","","","","","","","15.5","0.7","","470","470","","470","","","","","470","1"
